City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
198,lukolela,-1.0605,17.1821,26.559999999999945,50,55,0.61,CD,1690742303
199,afaahiti,-17.75,-149.2833,25.930000000000064,76,90,8.88,PF,1690742303
200,gadzhiyevo,69.2551,33.3362,12.590000000000032,88,58,0.83,RU,1690742303
201,flin flon,54.7682,-101.865,23.91000000000008,46,100,1.03,CA,1690742303
202,arraias,-12.9288,-46.9437,32.200000000000045,23,78,2.06,BR,1690742304
203,el tigre,8.8875,-64.2454,30.600000000000023,56,98,2.78,VE,1690742103
204,black river,18.0264,-77.8487,32.66000000000008,58,99,8.95,JM,1690742304
205,kruisfontein,-34.0033,24.7314,10.100000000000025,57,38,7.02,ZA,1690742304
206,kununurra,-15.7667,128.7333,18.99000000000001,88,99,0.0,AU,1690742305
207,nhamunda,-2.1861,-56.7131,35.670000000000016,35,87,2.07,BR,1690742305
208,liberia,6.5,-9.5,22.789999999999964,97,31,1.9,LR,1690742305
209,severo-yeniseyskiy,60.3725,93.0408,14.870000000000005,98,100,1.48,RU,1690742305
210,valognes,49.5088,-1.4705,18.66000000000008,77,100,9.77,FR,1690742306
211,chaah,2.249,103.048,23.680000000000064,93,100,1.4,MY,1690742306
212,santa rita,-7.1139,-34.9781,28.370000000000005,65,20,8.23,BR,1690742280
213,regina,50.4501,-104.6178,26.129999999999995,45,20,4.12,CA,1690742020
214,tanjung pandan,-2.75,107.65,26.039999999999964,79,99,4.36,ID,1690742307
215,inverloch,-38.6333,145.7167,10.650000000000093,77,76,9.76,AU,1690742307
216,flieden,50.4239,9.5666,20.07000000000005,66,100,4.71,DE,1690742307
217,macusani,-14.0833,-70.4333,7.740000000000009,52,68,4.81,PE,1690742307
218,taroudant,30.4703,-8.877,32.75999999999999,28,50,5.51,MA,1690742308
219,lompoc,34.6391,-120.4579,31.029999999999973,77,0,2.57,US,1690742308
220,juneau,58.3019,-134.4197,20.059999999999945,100,40,1.54,US,1690742127
221,kayangel,8.0823,134.7173,28.32000000000005,80,60,4.92,PW,1690742309
222,am timan,11.0297,20.2827,25.629999999999995,82,100,5.15,TD,1690742309
223,bakchar,57.0186,82.0711,15.33000000000004,98,50,2.47,RU,1690742309
224,tindouf,27.6711,-8.1474,46.25,9,20,1.54,DZ,1690742309
225,maxixe,-23.8597,35.3472,20.90000000000009,78,20,4.12,MZ,1690742309
226,porto torres,40.835,8.3972,27.100000000000023,79,43,2.76,IT,1690742310
227,kyritz,52.9421,12.397,17.120000000000005,70,8,4.63,DE,1690742310
228,luderitz,-26.6481,15.1594,13.57000000000005,53,0,10.09,,1690742310
229,ketchikan,55.3422,-131.6461,16.25999999999999,88,100,4.63,US,1690742013
230,horsham,51.064,-0.3272,18.3900000000001,80,75,5.14,GB,1690742311
231,alofi,-19.0595,-169.9187,18.94000000000005,94,99,4.63,NU,1690742311
232,shahpur,16.7,76.8333,24.170000000000076,80,100,7.96,IN,1690742311
233,lebu,-37.6167,-73.65,14.75,80,100,3.51,CL,1690742312
234,rongelap,11.1635,166.8941,28.269999999999985,80,100,7.1,MH,1690742312
235,karema,-6.8205,30.4389,23.83000000000004,53,7,1.21,TZ,1690742312
236,qaisumah,28.3112,46.1273,38.98000000000002,9,0,3.09,SA,1690742312
237,leshan,29.5623,103.7639,24.5,93,23,0.54,CN,1690742312
238,marine corps base hawaii - mcbh,21.4453,-157.7513,27.470000000000027,70,28,2.24,US,1690742313
239,sault ste. marie,46.5168,-84.3333,23.309999999999945,60,0,4.63,CA,1690742077
240,baardheere,2.3446,42.2764,26.91000000000008,51,77,8.85,SO,1690742313
241,bandar lampung,-5.4254,105.258,22.420000000000076,87,100,0.62,ID,1690742314
242,regente feijo,-22.2214,-51.3028,25.600000000000023,41,0,3.6,BR,1690742314
243,ghanzi,-21.5667,21.7833,7.420000000000073,30,0,4.03,BW,1690742314
244,kyabram,-36.3167,145.05,11.039999999999964,95,86,2.19,AU,1690742314
245,inirida,3.8653,-67.9239,23.170000000000076,98,100,1.84,CO,1690742195
246,copala,16.65,-98.9833,28.029999999999973,85,96,2.83,MX,1690742315
247,rizhao,35.4275,119.4553,25.8900000000001,95,100,5.76,CN,1690742315
248,talavera,15.6167,120.9333,24.600000000000023,94,100,1.55,PH,1690742315
249,satkania,22.0796,92.0572,28.99000000000001,95,100,1.08,BD,1690742316
250,sumbe,-11.2061,13.8437,20.46000000000004,81,97,2.04,AO,1690742316
251,santana,-0.0583,-51.1817,33.10000000000002,58,40,6.17,BR,1690742316
252,lobujya,27.95,86.8167,4.440000000000055,92,100,1.48,NP,1690742316
253,morant bay,17.8815,-76.4093,33.789999999999964,69,39,6.28,JM,1690742317
254,lata,40.1629,-8.3327,21.15000000000009,47,0,2.97,PT,1690742317
255,novoishimskiy,53.1981,66.7694,21.07000000000005,58,90,2.64,KZ,1690742317
256,navlya,52.8281,34.4989,18.019999999999985,66,100,2.14,RU,1690742317
257,palikir - national government center,6.9248,158.1611,24.41000000000008,94,20,0.0,FM,1690742318
258,port hueneme,34.1478,-119.1951,37.10000000000002,76,75,7.72,US,1690742318
259,kidal,18.4411,1.4078,39.72000000000003,14,33,0.87,ML,1690742318
260,carutapera,-1.195,-46.02,28.870000000000005,70,2,4.47,BR,1690742318
261,cloverdale,38.8055,-123.0172,34.620000000000005,14,0,2.08,US,1690742319
262,springs,-26.25,28.4,6.480000000000018,60,0,3.75,ZA,1690742319
263,kahuta,33.5913,73.3868,28.799999999999955,67,0,2.87,PK,1690742319
264,chandler,33.3062,-111.8412,40.35000000000002,31,0,8.75,US,1690742027
265,selfoss,63.9331,-20.9971,13.360000000000014,84,99,3.46,IS,1690742320
266,kapit,2.0167,112.9333,23.629999999999995,90,60,0.55,MY,1690742320
267,semnan,35.5729,53.3971,28.90000000000009,35,1,6.18,IR,1690742320
268,coari,-4.085,-63.1414,35.360000000000014,31,96,0.45,BR,1690742158
269,serenje,-13.2325,30.2352,16.40000000000009,34,0,2.47,ZM,1690742321
270,la palma,33.8464,-118.0467,32.73000000000002,77,75,5.14,US,1690742321
271,georgetown,5.4112,100.3354,28.96000000000004,84,20,0.0,MY,1690742285
272,forster,-32.1667,152.5167,15.360000000000014,77,1,4.72,AU,1690742322
273,waingapu,-9.6567,120.2641,23.07000000000005,89,58,3.64,ID,1690742322
274,xilin hot,43.9667,116.0333,21.83000000000004,71,100,1.02,CN,1690742322
275,mukalla,14.5425,49.1242,31.33000000000004,62,9,1.4,YE,1690742322
276,mata-utu,-13.2816,-176.1745,26.799999999999955,76,82,5.07,WF,1690742322
277,nova sintra,14.8667,-24.7167,23.21000000000004,74,100,2.17,CV,1690742323
278,agat village,13.3886,144.6585,27.519999999999985,92,0,2.06,GU,1690742323
279,altud,43.7219,43.8658,23.25,66,82,1.89,RU,1690742323
280,nadym,65.5333,72.5167,12.559999999999944,84,1,5.15,RU,1690742323
281,valdemoro,40.1908,-3.6789,36.05000000000001,19,0,6.17,ES,1690742325
282,redencao,-4.2258,-38.7306,33.07000000000005,41,69,4.86,BR,1690742325
283,argo,37.6333,22.7333,29.879999999999995,53,0,0.32,GR,1690742325
284,kadipur,26.1667,82.3833,31.700000000000045,59,79,2.55,IN,1690742325
285,vila franca do campo,37.7167,-25.4333,24.230000000000015,66,0,2.16,PT,1690742326
286,talcahuano,-36.7167,-73.1167,17.82000000000005,72,0,2.57,CL,1690742326
287,mount gambier,-37.8333,140.7667,10.879999999999995,75,20,4.79,AU,1690742326
